doi,title,publication_year,author_position,author_name,author_openalex_id,raw_affiliation,institution_id,ror,institution_name,institution_type,city,region,country,country_code,latitude,longitude,match_status
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,10,Gilles Curien,https://openalex.org/A5066950773,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France",https://openalex.org/I4210088668,https://ror.org/003vg9w96,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",government,Paris,Île-de-France,France,FR,48.85341,2.3488,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,10,Gilles Curien,https://openalex.org/A5066950773,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France",https://openalex.org/I4210099371,https://ror.org/00jxe7243,Laboratoire Physiologie Cellulaire & Végétale,facility,Grenoble,Auvergne-Rhône-Alpes,France,FR,45.17869,5.71479,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,10,Gilles Curien,https://openalex.org/A5066950773,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France",https://openalex.org/I899635006,https://ror.org/02rx3b187,Université Grenoble Alpes,education,Saint-Martin-d'Hères,Rhône-Alpes,France,FR,45.1787,5.76281,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,11,Maxime Durot,https://openalex.org/A5000428870,"TotalEnergies, OneTech, Centre de Recherche de Solaize CRES, Chemin du Canal, 69360 Solaize, France",https://openalex.org/I103084370,https://ror.org/04sk34n56,Total (France),company,Paris,,France,FR,48.85340881347656,2.34879994392395,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I1294671590,https://ror.org/02feahw73,Centre National de la Recherche Scientifique,government,Paris,Île-de-France,France,FR,48.85341,2.3488,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I2738703131,https://ror.org/00jjx8s55,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,government,Paris,Île-de-France,France,FR,48.85341,2.3488,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I3020098449,https://ror.org/02mg6n827,CEA Grenoble,government,Grenoble,Auvergne-Rhône-Alpes,France,FR,45.17869,5.71479,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I4210088668,https://ror.org/003vg9w96,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",government,Paris,Île-de-France,France,FR,48.85341,2.3488,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I4210099371,https://ror.org/00jxe7243,Laboratoire Physiologie Cellulaire & Végétale,facility,Grenoble,Auvergne-Rhône-Alpes,France,FR,45.17869,5.71479,matched_with_location
10.1016/j.biortech.2025.133619,A new genome-scale metabolic model of oleaginous microalgae with refined lipid metabolism clarifies Microchloropsis gaditana mutant phenotypes,2025,12,Juliette Jouhet,https://openalex.org/A5034085899,"Laboratoire de Physiologie Cellulaire et Végétale, CNRS, CEA, INRAE, Univ. Grenoble Alpes, 17 Avenue des Martyrs, 38000 Grenoble, France. Electronic address: juliette.jouhet@cea.fr",https://openalex.org/I899635006,https://ror.org/02rx3b187,Université Grenoble Alpes,education,Saint-Martin-d'Hères,Rhône-Alpes,France,FR,45.1787,5.76281,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,1,Mikołaj Dziurzyński,https://openalex.org/A5021830272,"Department of Biology, University of Florence, Via Madonna del Piano 6, Sesto Fiorentino, FI 50019, Italy | Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4210099030,https://ror.org/012xhfk02,LAM Foundation,nonprofit,Cincinnati,Ohio,United States,US,39.287723541259766,-84.39405822753906,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,1,Mikołaj Dziurzyński,https://openalex.org/A5021830272,"Department of Biology, University of Florence, Via Madonna del Piano 6, Sesto Fiorentino, FI 50019, Italy | Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I45084792,https://ror.org/04jr1s763,University of Florence,education,Florence,Tuscany,Italy,IT,43.77925,11.24626,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,1,Mikołaj Dziurzyński,https://openalex.org/A5021830272,"Department of Biology, University of Florence, Via Madonna del Piano 6, Sesto Fiorentino, FI 50019, Italy | Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4654613,https://ror.org/039bjqg32,University of Warsaw,education,Warsaw,Mazovia,Poland,PL,52.22977,21.01178,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,2,Maksymilian E. Nowak,,"Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4654613,https://ror.org/039bjqg32,University of Warsaw,education,Warsaw,Mazovia,Poland,PL,52.22977,21.01178,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,3,Maria Furman,https://openalex.org/A5057969314,"Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4654613,https://ror.org/039bjqg32,University of Warsaw,education,Warsaw,Mazovia,Poland,PL,52.22977,21.01178,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,4,Alicja Okrasińska,https://openalex.org/A5061910014,"Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4654613,https://ror.org/039bjqg32,University of Warsaw,education,Warsaw,Mazovia,Poland,PL,52.22977,21.01178,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,5,Julia Pawłowska,https://openalex.org/A5037491546,"Institute of Evolutionary Biology, Faculty of Biology, Biological and Chemical Research Centre, University of Warsaw, Żwirki i Wigury 101, Warsaw 02-089, Poland",https://openalex.org/I4654613,https://ror.org/039bjqg32,University of Warsaw,education,Warsaw,Mazovia,Poland,PL,52.22977,21.01178,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,6,Marco Fondi,https://openalex.org/A5068198320,"Department of Biology, University of Florence, Via Madonna del Piano 6, Sesto Fiorentino, FI 50019, Italy",https://openalex.org/I4210099030,https://ror.org/012xhfk02,LAM Foundation,nonprofit,Cincinnati,Ohio,United States,US,39.287723541259766,-84.39405822753906,matched_with_location
10.1016/j.csbj.2025.03.049,Insights into optimization of oleaginous fungi – genome-scale metabolic reconstruction and analysis of <i>Umbelopsis</i> sp. WA50703,2025,6,Marco Fondi,https://openalex.org/A5068198320,"Department of Biology, University of Florence, Via Madonna del Piano 6, Sesto Fiorentino, FI 50019, Italy",https://openalex.org/I45084792,https://ror.org/04jr1s763,University of Florence,education,Florence,Tuscany,Italy,IT,43.77925,11.24626,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,1,Feng Xu,https://openalex.org/A5018896568,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China; Shanghai Collaborative Innovation Center for Biomanufacturing Technology, East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,2,Hao Gao,https://openalex.org/A5102118124,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,3,Rong Ben,https://openalex.org/A5114667507,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,4,K.P. Hu,https://openalex.org/A5045421733,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,5,Yuan Wang,https://openalex.org/A5123396079,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,6,Ali Mohsin,https://openalex.org/A5100588269,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,7,Yuanxin Guo,,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,8,Xu Li,https://openalex.org/A5123445197,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,9,HaiFeng Hang,https://openalex.org/A5093467126,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China; Shanghai Collaborative Innovation Center for Biomanufacturing Technology, East China University of Science and Technology, Shanghai 200237, China",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,10,Ju Chu,https://openalex.org/A5123395070,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China; Shanghai Collaborative Innovation Center for Biomanufacturing Technology, East China University of Science and Technology, Shanghai 200237, China. Electronic address: juchu@ecust.edu.cn",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1016/j.tibtech.2025.12.006,Systematic engineering of Micromonospora echinospora cell factory for gentamicin C1a overproduction,2026,11,Xiwei Tian,https://openalex.org/A5123448396,"State Key Laboratory of Bioreactor Engineering, Qingdao Innovation Institute of East China University of Science and Technology, East China University of Science and Technology, Shanghai 200237, China; National Center of Bio-Engineering & Technology (Shanghai), East China University of Science and Technology, Shanghai 200237, China; Shanghai Collaborative Innovation Center for Biomanufacturing Technology, East China University of Science and Technology, Shanghai 200237, China. Electronic address: xiweitian@ecust.edu.cn",https://openalex.org/I143593769,https://ror.org/01vyrm377,East China University of Science and Technology,education,Shanghai,,China,CN,31.222219467163086,121.45806121826172,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,1,Ulf W. Liebal,https://openalex.org/A5076649110,"Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,2,Brigida A Fabry,https://openalex.org/A5027015452,"Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,3,Aarthi Ravikrishnan,https://openalex.org/A5045741050,"Genome Institute of Singapore, 60 Biopolis Street, Genome, 03-01, Singapore, 138672, Singapore",https://openalex.org/I66068411,https://ror.org/05k8wg936,Genome Institute of Singapore,facility,Singapore,,Singapore,SG,1.2896699905395508,103.85006713867188,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,4,Constantin VL Schedel,https://openalex.org/A5054535039,"Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,5,Simone Schmitz,https://openalex.org/A5089183823,"Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,6,Lars M. Blank,https://openalex.org/A5021545487,"Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany. lars.blank@rwth-aachen.de | Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,7,Birgitta E. Ebert,https://openalex.org/A5040665605,"Australian Institute for Bioengineering and Nanotechnology, The University of Queensland, Brisbane, QLD 4072, Australia | CSIRO Future Science Platform in Synthetic Biology, Commonwealth Scientific and Industrial Research Organisation (CSIRO), Black Mountain, ACT 2601, Australia | Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I1292875679,https://ror.org/03qn8fb07,Commonwealth Scientific and Industrial Research Organisation,government,Canberra,Australian Capital Territory,Australia,AU,-35.28346,149.12807,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,7,Birgitta E. Ebert,https://openalex.org/A5040665605,"Australian Institute for Bioengineering and Nanotechnology, The University of Queensland, Brisbane, QLD 4072, Australia | CSIRO Future Science Platform in Synthetic Biology, Commonwealth Scientific and Industrial Research Organisation (CSIRO), Black Mountain, ACT 2601, Australia | Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I165143802,https://ror.org/00rqy9422,The University of Queensland,education,Brisbane,Queensland,Australia,AU,-27.46794,153.02809,matched_with_location
10.1186/s12896-021-00675-w,Genome-scale model reconstruction of the methylotrophic yeast Ogataea polymorpha,2021,7,Birgitta E. Ebert,https://openalex.org/A5040665605,"Australian Institute for Bioengineering and Nanotechnology, The University of Queensland, Brisbane, QLD 4072, Australia | CSIRO Future Science Platform in Synthetic Biology, Commonwealth Scientific and Industrial Research Organisation (CSIRO), Black Mountain, ACT 2601, Australia | Institute of Applied Microbiology-iAMB, Aachen Biology and Biotechnology-ABBt, RWTH Aachen University, Worringer Weg 1, Aachen, 52074, Germany",https://openalex.org/I887968799,https://ror.org/04xfq0f34,RWTH Aachen University,education,Aachen,North Rhine-Westphalia,Germany,DE,50.77664,6.08342,matched_with_location
10.1371/journal.pcbi.1012109,RBC-GEM: A genome-scale metabolic model for systems biology of the human red blood cell,2025,1,Zachary B. Haiman,https://openalex.org/A5046266224,"Department of Bioengineering, University of California San Diego, La Jolla, California, United States of America",https://openalex.org/I36258959,https://ror.org/0168r3w48,University of California San Diego,education,San Diego,California,United States,US,32.71571,-117.16472,matched_with_location
10.1371/journal.pcbi.1012109,RBC-GEM: A genome-scale metabolic model for systems biology of the human red blood cell,2025,2,Alicia Key,https://openalex.org/A5031546101,"Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, Colorado, USA",https://openalex.org/I51713134,https://ror.org/03wmf1y16,University of Colorado Anschutz Medical Campus,education,Aurora,,United States,US,39.72943115234375,-104.83191680908203,matched_with_location
10.1371/journal.pcbi.1012109,RBC-GEM: A genome-scale metabolic model for systems biology of the human red blood cell,2025,3,Angelo D’Alessandro,https://openalex.org/A5045175167,"Department of Biochemistry and Molecular Genetics, University of Colorado Anschutz Medical Campus, Aurora, Colorado, USA",https://openalex.org/I51713134,https://ror.org/03wmf1y16,University of Colorado Anschutz Medical Campus,education,Aurora,,United States,US,39.72943115234375,-104.83191680908203,matched_with_location
10.1371/journal.pcbi.1012109,RBC-GEM: A genome-scale metabolic model for systems biology of the human red blood cell,2025,4,Bernhard Ø. Palsson,https://openalex.org/A5051097609,"Bioinformatics and Systems Biology Program, University of California, La Jolla, San Diego, California, United States of America | Department of Bioengineering, University of California San Diego, La Jolla, California, United States of America | Department of Pediatrics, University of California San Diego, La Jolla, California, United States of America",https://openalex.org/I36258959,https://ror.org/0168r3w48,University of California San Diego,education,San Diego,California,United States,US,32.71571,-117.16472,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,1,Snorre Sulheim,https://openalex.org/A5001910866,"Department of Biotechnology and Nanomedicine, SINTEF Industry, 7034 Trondheim, Norway | Department of Biotechnology and Food Science, NTNU - Norwegian University of Science and Technology, 7491 Trondheim, Norway",https://openalex.org/I173888879,https://ror.org/01f677e56,SINTEF,facility,Trondheim,,Norway,NO,63.43048858642578,10.395059585571289,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,1,Snorre Sulheim,https://openalex.org/A5001910866,"Department of Biotechnology and Nanomedicine, SINTEF Industry, 7034 Trondheim, Norway | Department of Biotechnology and Food Science, NTNU - Norwegian University of Science and Technology, 7491 Trondheim, Norway",https://openalex.org/I204778367,https://ror.org/05xg72x27,Norwegian University of Science and Technology,education,Trondheim,Trøndelag,Norway,NO,63.43049,10.39506,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,2,Tjaša Kumelj,https://openalex.org/A5082727841,"Department of Biotechnology and Food Science, NTNU - Norwegian University of Science and Technology, 7491 Trondheim, Norway",https://openalex.org/I204778367,https://ror.org/05xg72x27,Norwegian University of Science and Technology,education,Trondheim,Trøndelag,Norway,NO,63.43049,10.39506,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,3,Dino van Dissel,https://openalex.org/A5028326911,"Department of Biotechnology and Nanomedicine, SINTEF Industry, 7034 Trondheim, Norway",https://openalex.org/I173888879,https://ror.org/01f677e56,SINTEF,facility,Trondheim,,Norway,NO,63.43048858642578,10.395059585571289,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,4,Ali Salehzadeh‐Yazdi,https://openalex.org/A5017567949,"Department of Systems Biology and Bioinformatics, Faculty of Computer Science and Electrical Engineering, University of Rostock, 18057 Rostock, Germany",https://openalex.org/I4665924,https://ror.org/03zdwsf69,University of Rostock,education,Rostock,,Germany,DE,54.08869934082031,12.14048957824707,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,5,Chao Du,https://openalex.org/A5082019295,"Microbial Biotechnology, Institute of Biology, Leiden University, 2300 Leiden, the Netherlands",https://openalex.org/I121797337,https://ror.org/027bh9e22,Leiden University,education,Leiden,South Holland,The Netherlands,NL,52.15833,4.49306,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,6,Gilles P. van Wezel,https://openalex.org/A5091052284,"Microbial Biotechnology, Institute of Biology, Leiden University, 2300 Leiden, the Netherlands",https://openalex.org/I121797337,https://ror.org/027bh9e22,Leiden University,education,Leiden,South Holland,The Netherlands,NL,52.15833,4.49306,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,7,Kay Nieselt,https://openalex.org/A5061586847,"Integrative Transcriptomics, Center for Bioinformatics, University of Tübingen, 72070 Tübingen, Germany",https://openalex.org/I8087733,https://ror.org/03a1kwz48,University of Tübingen,education,Tübingen,,Germany,DE,48.52265930175781,9.052220344543457,matched_with_location
10.1016/j.isci.2020.101525,Enzyme-Constrained Models and Omics Analysis of <i>Streptomyces coelicolor</i> Reveal Metabolic Changes that Enhance Heterologous Production.,2020,8,Eivind Almaas,https://openalex.org/A5003678652,"Department of Biotechnology and Food Science, NTNU - Norwegian University of Science and Technology, 7491 Trondheim, Norway | K.G. Jebsen Center for Genetic Epidemiology, Department of Public Health and General Practice, NTNU - Norwegian University of Science and Technology, 7491 Trondheim, Norway",https://openalex.org/I204778367,https://ror.org/05xg72x27,Norwegian University of Science and Technology,education,Trondheim,Trøndelag,Norway,NO,63.43049,10.39506,matched_with_location
